Server,Player Name,Troop ATK,Troop HP,Troop DEF,Troop DMG,Troop DMG Recv,Troop ATK Bless,Troop PROT Bless,Infantry ATK,Infantry HP,Infantry DEF,Infantry DMG,Infantry DMG Recv,Infantry ATK Bless,Infantry PROT Bless,Cav ATK,Cav HP,Cav DEF,Cav DMG,Cav DMG Recv,Cav ATK Bless,Cav PROT Bless,Archer ATK,Archer HP,Archer DEF,Archer DMG,Archer DMG Recv,Archer ATK Bless,Archer PROT Bless,Siege ATK,Siege HP,Siege DEF,Siege DMG,Siege DMG Recv,Siege ATK Bless,Siege PROT Bless,Lethal %
K54,"纵横,,,飞哥",+270.09%,+237.59%,+275.59%,+39.00%,-39.00%,+218.96%,+160.80%,+668.20%,+975.84%,+1277.20%,+115.50%,-136.00%,+76.00%,+362.00%,+2259.55%,+1496.35%,+1013.70%,+138.00%,-118.50%,+380.00%,+188.00%,+994.20%,+589.20%,+806.85%,+52.70%,-43.70%,+137.00%,+67.00%,+981.35%,+348.00%,+923.00%,+50.10%,-38.10%,+80.00%,+55.00%,+20.00%
K54,"纵横,,,金王",+374.34%,+294.84%,+344.34%,+43.75%,-43.75%,+541.16%,+417.48%,+1218.70%,+1416.99%,+1265.20%,+144.75%,-165.00%,+166.00%,+616.00%,+2611.05%,+1324.00%,+957.70%,+169.50%,-144.75%,+575.00%,+328.00%,+2170.50%,+1397.00%,+1206.35%,+172.00%,-142.75%,+603.00%,+361.00%,+2076.35%,+602.50%,+1264.00%,+162.25%,-136.50%,+178.00%,+143.00%,+25.00%
K54,奕星的殺猪盤,+323.59%,+234.59%,+289.59%,+40.00%,-40.00%,+347.16%,+314.56%,+713.70%,+1410.99%,+1446.20%,+124.50%,-142.00%,+76.00%,+400.00%,+2463.05%,+1460.00%,+1083.70%,+149.75%,-126.50%,+500.00%,+375.00%,+1279.00%,+895.00%,+737.35%,+44.50%,-43.00%,+120.00%,+75.00%,+1433.85%,+281.50%,+945.50%,+135.00%,-112.50%,+123.00%,+51.00%,+22.00%
K54,"纵横,,,离火",+360.09%,+380.09%,+336.59%,+40.00%,-40.00%,+600.00%,+437.60%,+1072.20%,+1140.99%,+1126.20%,+127.50%,-132.00%,+610.00%,+610.00%,+2181.05%,+1445.00%,+940.20%,+130.00%,-122.50%,+610.00%,+610.00%,+1779.00%,+1284.00%,+1109.85%,+130.00%,-125.50%,+610.00%,+610.00%,+2006.85%,+651.00%,+1442.00%,+128.50%,-115.00%,+610.00%,+610.00%,+20.00%
K54,ony,+401.34%,+332.84%,+358.34%,+43.75%,-41.50%,+600.00%,+492.72%,+1255.70%,+1268.99%,+1251.20%,+142.75%,-144.75%,+245.00%,+439.00%,+2570.05%,+1392.00%,+1037.70%,+149.75%,-141.75%,+500.00%,+384.00%,+1989.50%,+1346.00%,+1220.35%,+152.75%,-137.75%,+300.00%,+135.00%,+2085.35%,+640.00%,+1264.50%,+142.75%,-134.75%,+300.00%,+172.00%,+25.50%
K197,Хлебушек,+514.10%,+494.10%,+514.10%,+47.50%,-47.50%,+600.00%,+600.00%,+2462.20%,+2969.50%,+2598.70%,+184.50%,-234.50%,+900.00%,+900.00%,+2988.35%,+1932.00%,+1608.00%,+227.50%,-197.50%,+900.00%,+900.00%,+2651.00%,+1812.00%,+1599.35%,+204.50%,-187.50%,+900.00%,+900.00%,+2289.00%,+1544.00%,+1840.50%,+204.50%,-184.50%,+900.00%,+900.00%,+24.50%
K197,Zakmil23139,+379.35%,+246.70%,+329.60%,+43.75%,-41.50%,+524.08%,+148.04%,+1607.50%,+2099.92%,+1592.07%,+142.75%,-148.75%,+295.00%,+700.00%,+1680.00%,+1200.00%,+1078.35%,+154.75%,-134.75%,+580.00%,+281.00%,+2370.70%,+1860.70%,+1343.00%,+158.75%,-136.75%,+700.00%,+537.00%,+1558.00%,+1098.00%,+1191.50%,+61.00%,-52.75%,+282.00%,+147.00%,+20.50%
K197,NightFury,+269.10%,+278.60%,+310.10%,+41.50%,-41.50%,+222.12%,+208.36%,+916.50%,+1895.92%,+1196.07%,+144.75%,-157.00%,+77.00%,+175.00%,+2186.45%,+1583.00%,+1436.20%,+164.25%,-140.75%,+316.00%,+210.00%,+1446.50%,+1125.50%,+776.00%,+149.75%,-136.50%,+220.00%,+88.00%,+1264.60%,+633.50%,+920.50%,+45.05%,-43.70%,+50.00%,+35.00%,+21.00%
K197,Saku,+356.35%,+304.35%,+357.85%,+43.75%,-43.75%,+600.00%,+378.56%,+1478.50%,+1983.92%,+1224.07%,+142.75%,-177.50%,+538.00%,+700.00%,+2078.00%,+1804.00%,+1180.35%,+174.00%,-170.75%,+631.00%,+474.00%,+2519.70%,+2069.70%,+1325.00%,+177.75%,-148.75%,+700.00%,+422.00%,+1657.00%,+958.00%,+1238.50%,+156.00%,-160.50%,+357.00%,+197.00%,+25.00%
K197,Бапм,+296.10%,+246.60%,+280.60%,+40.00%,-40.00%,+417.84%,+8.64%,+936.20%,+987.34%,+1163.70%,+41.00%,-58.25%,+98.00%,+201.00%,+2219.05%,+1353.35%,+1056.70%,+152.25%,-130.75%,+348.00%,+215.00%,+1027.70%,+534.70%,+693.35%,+36.50%,-37.00%,+79.00%,+63.00%,+1035.35%,+337.00%,+830.50%,+38.50%,-25.00%,+43.00%,+40.00%,+21.00%
K197,Oiuuuuuuuuuuuuu,+369.46%,+286.60%,+302.10%,+43.75%,-41.50%,+600.00%,+128.40%,+940.20%,+1774.54%,+1316.57%,+57.25%,-79.25%,+175.00%,+323.00%,+1240.00%,+1046.00%,+682.70%,+152.75%,-128.50%,+301.00%,+204.00%,+2642.05%,+1905.70%,+1052.00%,+165.25%,-144.75%,+491.00%,+310.00%,+1096.70%,+683.70%,+440.50%,+55.50%,-41.00%,+136.00%,+89.00%,+23.50%
K197,々нυηтєя々,+344.71%,+231.10%,+282.10%,+41.50%,-41.50%,+514.56%,+40.56%,+799.20%,+1738.54%,+1183.00%,+149.00%,-75.00%,+104.00%,+338.00%,+1148.50%,+898.50%,+545.70%,+148.25%,-130.50%,+136.00%,+72.00%,+2375.05%,+1749.70%,+865.00%,+166.75%,-144.75%,+490.00%,+220.00%,+981.70%,+600.70%,+376.50%,+47.00%,-41.00%,+88.00%,+67.00%,+24.00%
K197,Caramel,+270.71%,+189.60%,+242.10%,+40.00%,-40.00%,+358.08%,+1.00%,+531.20%,+1313.12%,+989.42%,+47.00%,-48.50%,+52.00%,+166.00%,+981.75%,+776.00%,+354.85%,+42.25%,-31.00%,+108.00%,+30.00%,+2188.55%,+1340.00%,+901.20%,+153.75%,-124.50%,+303.00%,+166.00%,+1058.30%,+466.70%,+257.50%,+23.85%,-23.00%,+34.00%,+29.00%,+20.00%
K197,†ŁØRD†,+309.96%,+213.10%,+240.60%,+41.50%,-40.00%,+314.60%,+179.76%,+836.20%,+1524.12%,+1307.49%,+132.50%,-147.50%,+92.00%,+175.00%,+1345.00%,+1071.00%,+565.35%,+142.50%,-124.50%,+92.00%,+63.00%,+2258.05%,+1216.00%,+799.70%,+154.75%,-130.50%,+215.00%,+128.00%,+925.05%,+536.70%,+261.50%,+47.00%,-25.00%,+66.00%,+54.00%,+22.00%
K197,RΣDΣYΣ,+311.10%,+245.60%,+289.10%,+41.50%,-41.50%,+566.00%,+92.00%,+1675.20%,+1874.50%,+1481.70%,+149.00%,-77.25%,+116.00%,+504.00%,+1829.35%,+1134.50%,+872.50%,+140.25%,-128.50%,+249.00%,+103.00%,+2132.00%,+1313.00%,+1024.35%,+166.75%,-144.75%,+516.00%,+253.00%,+1221.00%,+712.00%,+864.50%,+37.00%,-41.00%,+113.00%,+73.00%,+24.00%
K197,Loong,+369.46%,+254.35%,+295.85%,+43.75%,-43.75%,+601.00%,+258.20%,+960.20%,+1788.12%,+1529.49%,+142.75%,-159.00%,+154.00%,+509.00%,+1224.00%,+1265.00%,+935.70%,+154.75%,-142.75%,+399.00%,+241.00%,+2671.05%,+2010.70%,+1049.00%,+167.25%,-144.75%,+636.00%,+366.00%,+924.00%,+687.70%,+615.20%,+59.50%,-49.00%,+173.00%,+71.00%,+24.00%
K197,LUIGUI,+281.71%,+210.60%,+225.60%,+37.50%,-37.50%,+193.54%,+111.32%,+710.20%,+1191.62%,+959.92%,+31.00%,-35.15%,+85.00%,+162.00%,+788.75%,+757.50%,+381.35%,+31.15%,-18.50%,+97.00%,+55.00%,+2014.80%,+1308.00%,+927.70%,+131.50%,-126.50%,+232.00%,+152.00%,+872.30%,+533.20%,+258.00%,+29.65%,-7.00%,+49.00%,+41.00%,+12.00%
K197,BocchiT__T,+324.21%,+225.60%,+237.60%,+43.75%,-41.50%,+592.00%,+117.00%,+754.20%,+1563.54%,+1025.07%,+49.00%,-61.25%,+101.00%,+230.00%,+1203.00%,+1050.00%,+740.70%,+152.75%,-136.75%,+122.00%,+73.00%,+2643.05%,+1865.20%,+868.50%,+173.50%,-140.75%,+575.00%,+339.00%,+1134.70%,+573.70%,+342.50%,+139.00%,-128.50%,+200.00%,+114.00%,+22.00%
K197,-GAMERMAN-,+392.85%,+424.10%,+364.10%,+43.75%,-47.50%,+600.00%,+290.72%,+1778.50%,+2261.92%,+1712.07%,+114.70%,-128.95%,+700.00%,+900.00%,+2341.70%,+1705.00%,+1580.70%,+204.00%,-196.50%,+700.00%,+700.00%,+2157.00%,+1594.00%,+1299.00%,+191.50%,-146.50%,+900.00%,+544.00%,+2031.35%,+1268.00%,+1312.00%,+186.75%,-184.50%,+700.00%,+374.00%,+22.00%
K197,ღbaby买买买ღ,+353.96%,+251.10%,+300.60%,+43.75%,-43.75%,+601.00%,+204.94%,+927.20%,+1759.54%,+1185.07%,+55.25%,-71.00%,+153.00%,+357.00%,+1358.50%,+977.00%,+603.70%,+159.75%,-130.50%,+112.00%,+85.00%,+2560.05%,+1945.70%,+1057.00%,+174.00%,-147.25%,+598.00%,+290.00%,+1018.70%,+636.70%,+392.50%,+53.00%,-41.00%,+94.00%,+57.00%,+24.00%
K197,Viking,+325.21%,+237.60%,+280.60%,+41.50%,-41.50%,+511.48%,+61.96%,+824.20%,+1489.54%,+935.50%,+55.25%,-69.25%,+111.00%,+282.00%,+1100.00%,+910.00%,+580.70%,+144.00%,-128.50%,+131.00%,+135.00%,+2416.55%,+1831.70%,+889.00%,+169.00%,-140.75%,+350.00%,+266.00%,+989.20%,+534.70%,+306.50%,+51.00%,-41.00%,+95.00%,+97.00%,+22.00%
K197,ღ买买买babyღ,+362.96%,+252.85%,+279.35%,+43.75%,-11.25%,+600.00%,+127.96%,+906.70%,+1735.54%,+1213.50%,+55.25%,-74.00%,+264.00%,+417.00%,+1093.50%,+927.00%,+641.70%,+152.75%,-138.50%,+177.00%,+79.00%,+2449.55%,+1955.70%,+1053.00%,+163.50%,-151.00%,+294.00%,+204.00%,+1041.70%,+685.70%,+395.50%,+50.00%,-49.00%,+76.00%,+55.00%,+23.00%
K197,优乐美,+328.10%,+261.60%,+293.60%,+41.50%,-40.00%,+515.00%,+81.04%,+690.70%,+939.92%,+1378.12%,+39.00%,-60.25%,+90.00%,+194.00%,+2341.55%,+1859.05%,+884.00%,+145.50%,-128.75%,+462.00%,+259.00%,+1018.20%,+501.70%,+837.20%,+127.80%,-130.30%,+79.00%,+69.00%,+1035.00%,+293.00%,+985.50%,+51.00%,-25.00%,+66.00%,+59.00%,+23.50%
K197,Mira,+351.21%,+229.10%,+262.10%,+41.50%,-41.50%,+436.92%,+20.24%,+662.70%,+1699.54%,+1135.07%,+49.00%,-71.50%,+87.00%,+150.00%,+1219.00%,+991.50%,+615.70%,+138.25%,-130.50%,+75.00%,+54.00%,+2474.05%,+1794.70%,+863.00%,+166.75%,-136.75%,+575.00%,+286.00%,+983.70%,+537.70%,+341.50%,+41.00%,-41.00%,+53.00%,+48.00%,+24.00%
K176,苟拓通天肆意妄为,+453.96%,+401.85%,+452.85%,+43.75%,-43.75%,+600.00%,+600.00%,+2270.20%,+2656.13%,+2102.99%,+172.50%,-203.50%,+700.00%,+900.00%,+2089.50%,+1998.50%,+1454.35%,+180.50%,-172.50%,+821.00%,+489.00%,+2026.35%,+1518.50%,+1075.00%,+186.75%,-194.50%,+900.00%,+399.00%,+1263.00%,+1625.20%,+1302.70%,+180.50%,-166.75%,+664.00%,+261.00%,+24.00%
K176,Evildagger,+323.85%,+277.10%,+300.10%,+41.50%,-41.50%,+322.60%,+406.72%,+1153.50%,+2071.92%,+1225.57%,+128.50%,-148.75%,+78.00%,+376.00%,+2337.20%,+1615.50%,+1528.70%,+150.75%,-136.75%,+400.00%,+244.00%,+1620.00%,+1247.50%,+854.00%,+148.75%,-136.75%,+319.00%,+171.00%,+1647.85%,+814.50%,+1167.50%,+146.00%,-132.50%,+182.00%,+95.00%,+23.00%
K176,༺肥者先食༻,+287.10%,+259.10%,+284.10%,+40.00%,-41.50%,+357.08%,+321.28%,+1099.50%,+1652.99%,+1015.57%,+136.50%,-152.00%,+53.00%,+335.00%,+2117.20%,+1486.50%,+1458.20%,+146.75%,-130.75%,+413.00%,+270.00%,+2103.00%,+1530.50%,+896.00%,+152.25%,-140.75%,+429.00%,+182.00%,+1387.35%,+751.50%,+932.50%,+60.50%,-34.50%,+85.00%,+55.00%,+21.50%
K176,༺璀璨星辰༻,+402.85%,+364.85%,+422.85%,+43.75%,-43.75%,+600.00%,+461.12%,+1723.50%,+2400.92%,+1509.57%,+138.50%,-192.00%,+364.00%,+700.00%,+2782.20%,+1894.50%,+1356.70%,+165.25%,-151.00%,+700.00%,+445.00%,+1738.00%,+1266.50%,+1004.00%,+146.50%,-160.50%,+389.00%,+245.00%,+1803.35%,+998.50%,+1486.00%,+152.75%,-136.50%,+649.00%,+295.00%,+24.00%
K176,临兵斗者皆阵列前,+315.60%,+280.60%,+293.60%,+40.00%,-41.50%,+368.20%,+267.40%,+1187.50%,+1591.92%,+976.57%,+55.25%,-64.00%,+210.00%,+319.00%,+2303.20%,+1557.50%,+1530.70%,+146.75%,-128.75%,+411.00%,+213.00%,+2011.00%,+1506.50%,+928.00%,+148.00%,-144.75%,+373.00%,+225.00%,+1452.35%,+934.50%,+1094.00%,+138.50%,-110.50%,+122.00%,+78.00%,+22.00%
K176,梦山河,+330.35%,+282.60%,+316.10%,+43.75%,-41.50%,+339.78%,+335.82%,+1071.50%,+1855.99%,+1105.57%,+57.25%,-67.50%,+174.00%,+375.00%,+2688.20%,+1675.50%,+1509.20%,+175.50%,-140.75%,+516.00%,+255.00%,+1478.00%,+1017.50%,+729.00%,+78.25%,-41.00%,+115.00%,+69.00%,+1718.35%,+745.00%,+1166.00%,+159.50%,-128.50%,+306.00%,+134.00%,+22.00%
K176,岑胖子,+326.10%,+286.60%,+300.60%,+41.50%,-40.00%,+386.84%,+328.16%,+987.50%,+1598.99%,+854.57%,+49.00%,-68.00%,+123.00%,+303.00%,+2224.20%,+1558.50%,+1469.20%,+156.50%,-126.50%,+402.00%,+268.00%,+2047.00%,+1522.50%,+880.00%,+162.75%,-144.75%,+504.00%,+236.00%,+1527.35%,+819.00%,+1094.00%,+142.00%,-112.50%,+134.00%,+71.00%,+23.50%
K176,三月的心思你别猜,+347.85%,+356.60%,+377.10%,+41.50%,-41.50%,+432.08%,+601.00%,+1376.20%,+1947.50%,+1525.20%,+144.75%,-166.75%,+251.00%,+700.00%,+2415.85%,+1744.50%,+1389.00%,+154.50%,-136.75%,+616.00%,+344.00%,+1473.00%,+1301.50%,+1109.35%,+60.75%,-55.25%,+311.00%,+200.00%,+1756.00%,+896.50%,+1335.00%,+142.00%,-128.50%,+546.00%,+248.00%,+25.00%
K176,顺顺顺,+346.60%,+250.60%,+278.60%,+39.00%,-39.00%,+282.40%,+318.80%,+1381.50%,+1698.92%,+1042.57%,+134.75%,-140.25%,+518.00%,+528.00%,+2098.20%,+1473.50%,+1412.70%,+140.25%,-126.50%,+228.00%,+172.00%,+2059.50%,+1218.00%,+1130.00%,+55.00%,-47.00%,+449.00%,+298.00%,+1355.85%,+700.50%,+973.50%,+133.50%,-112.50%,+161.00%,+129.00%,+21.00%
K176,♱Seraphim織羽♱,+395.85%,+351.85%,+379.85%,+43.75%,-43.75%,+490.28%,+408.76%,+1198.00%,+1822.42%,+980.57%,+55.25%,-77.75%,+235.00%,+415.00%,+2551.20%,+1851.50%,+1730.70%,+154.75%,-151.00%,+438.00%,+311.00%,+2128.50%,+1731.50%,+1068.00%,+159.00%,-144.75%,+356.00%,+262.00%,+1874.35%,+1001.50%,+1390.00%,+146.50%,-136.50%,+245.00%,+182.00%,+25.00%
K176,ʚ老⑥ɞ,+412.85%,+305.10%,+335.10%,+43.75%,-41.50%,+589.48%,+539.32%,+1456.50%,+2047.92%,+1238.57%,+142.75%,-160.75%,+401.00%,+677.00%,+2422.20%,+1670.50%,+1272.70%,+161.00%,-136.75%,+616.00%,+392.00%,+2086.00%,+1613.00%,+1319.50%,+156.50%,-144.75%,+644.00%,+448.00%,+1766.35%,+999.50%,+1351.00%,+163.75%,-128.50%,+450.00%,+165.00%,+24.50%
K176,灰色轨迹,+355.10%,+283.10%,+293.10%,+41.50%,-41.50%,+478.92%,+414.80%,+1224.00%,+1760.92%,+819.57%,+49.00%,-67.00%,+145.00%,+291.00%,+2400.70%,+1623.50%,+1548.70%,+154.75%,-136.75%,+418.00%,+289.00%,+2154.00%,+1579.50%,+925.50%,+159.00%,-144.75%,+470.00%,+213.00%,+1648.85%,+867.50%,+1249.00%,+152.75%,-128.50%,+237.00%,+123.00%,+24.00%
K176,罗密欧与猪过夜,+285.60%,+268.10%,+312.60%,+40.00%,-40.00%,+414.98%,+262.86%,+1040.50%,+1671.99%,+1109.57%,+57.25%,-58.50%,+186.00%,+392.00%,+2525.20%,+1504.50%,+1452.20%,+165.50%,-122.75%,+518.00%,+320.00%,+1363.00%,+1036.50%,+820.00%,+52.25%,-53.25%,+180.00%,+68.00%,+1535.85%,+830.00%,+1146.50%,+138.50%,-110.50%,+292.00%,+136.00%,+23.50%
K176,WARBLOOD,+310.60%,+257.60%,+282.60%,+40.00%,-40.00%,+322.76%,+304.56%,+1140.50%,+1831.92%,+1108.07%,+124.50%,-139.75%,+144.00%,+602.00%,+2027.20%,+1178.50%,+1121.70%,+140.25%,-134.50%,+533.00%,+455.00%,+1503.00%,+957.50%,+668.00%,+40.50%,-33.00%,+358.00%,+296.00%,+1256.85%,+611.50%,+863.50%,+36.50%,-23.00%,+135.00%,+110.00%,+20.00%
K176,老黑黑,+290.10%,+229.60%,+272.60%,+41.50%,-39.00%,+518.20%,+319.56%,+1078.50%,+1701.92%,+1026.57%,+142.75%,-147.75%,+69.00%,+360.00%,+2172.20%,+1514.50%,+1508.70%,+134.75%,-124.75%,+404.00%,+181.00%,+2104.00%,+1553.50%,+871.00%,+148.00%,-144.75%,+430.00%,+206.00%,+1429.85%,+831.50%,+991.00%,+128.50%,-112.50%,+86.00%,+58.00%,+23.50%
K176,温不胜,+319.10%,+261.10%,+314.10%,+40.00%,-38.50%,+446.12%,+323.72%,+982.50%,+1491.99%,+846.57%,+51.00%,-62.50%,+87.00%,+421.00%,+2407.20%,+1525.50%,+1477.20%,+143.00%,-118.50%,+411.00%,+199.00%,+2073.00%,+1569.50%,+991.00%,+146.00%,-142.75%,+470.00%,+211.00%,+1415.85%,+805.00%,+1092.50%,+128.50%,-112.50%,+171.00%,+84.00%,+24.00%
K176,我是贤熙,+201.10%,+181.60%,+233.60%,+37.50%,-37.50%,+365.84%,+195.72%,+848.00%,+1605.42%,+1061.07%,+132.50%,-132.65%,+73.00%,+86.00%,+1988.20%,+1331.50%,+1206.20%,+145.40%,-112.00%,+299.00%,+186.00%,+1159.75%,+857.00%,+537.00%,+88.00%,-83.00%,+39.00%,+39.00%,+1177.35%,+412.50%,+636.00%,+120.00%,-98.50%,+27.50%,+29.50%,+13.50%
K176,金玉其外败絮其中,+340.10%,+310.60%,+335.60%,+41.50%,-41.50%,+559.68%,+484.60%,+1253.50%,+2056.42%,+1287.07%,+51.80%,-67.55%,+180.00%,+560.00%,+2469.20%,+1546.50%,+1488.70%,+166.75%,-130.75%,+598.00%,+381.00%,+1581.00%,+1069.50%,+864.00%,+148.25%,-130.50%,+435.00%,+184.00%,+1704.35%,+897.50%,+1219.00%,+148.25%,-112.50%,+500.00%,+196.00%,+24.00%
K176,温水煮青蛙,+303.10%,+282.60%,+297.60%,+40.00%,-40.00%,+418.36%,+222.04%,+1266.00%,+1890.49%,+1187.57%,+142.75%,-151.50%,+144.00%,+433.00%,+2279.70%,+1540.50%,+1408.70%,+159.25%,-130.75%,+560.00%,+284.00%,+1568.00%,+1175.50%,+844.50%,+139.75%,-144.75%,+211.00%,+84.00%,+1499.85%,+821.00%,+1143.00%,+138.50%,-116.50%,+211.00%,+93.00%,+22.00%
K176,我于杀戮之中绽放,+374.10%,+345.10%,+372.10%,+41.50%,-41.50%,+531.44%,+299.00%,+1353.50%,+2116.92%,+1345.57%,+144.75%,-156.50%,+300.00%,+700.00%,+2538.20%,+1664.50%,+1571.70%,+160.75%,-136.75%,+626.00%,+411.00%,+1600.00%,+1164.50%,+910.00%,+148.25%,-142.75%,+254.00%,+107.00%,+1802.35%,+1005.50%,+1385.00%,+148.25%,-128.50%,+474.00%,+200.00%,+22.50%
K176,璀璨星芒,+321.10%,+278.60%,+304.10%,+41.50%,-41.50%,+520.08%,+208.36%,+1160.00%,+1627.49%,+1058.57%,+136.50%,-142.75%,+147.00%,+166.00%,+2335.20%,+1596.50%,+1499.70%,+156.50%,-120.50%,+295.00%,+190.00%,+2123.00%,+1581.00%,+918.50%,+156.50%,-136.75%,+440.00%,+216.00%,+1479.35%,+768.50%,+985.00%,+142.00%,-112.50%,+122.00%,+65.00%,+24.50%
K176,「鳥傷」,+350.60%,+280.10%,+329.10%,+41.50%,-41.50%,+513.76%,+401.08%,+1075.50%,+2085.92%,+1144.57%,+51.00%,-67.00%,+76.00%,+476.00%,+2288.20%,+1659.50%,+1599.70%,+156.50%,-134.50%,+415.00%,+250.00%,+1936.00%,+1353.00%,+932.50%,+160.75%,-142.75%,+476.00%,+233.00%,+1716.35%,+916.50%,+1350.00%,+148.25%,-128.50%,+300.00%,+152.00%,+24.00%
K138,(RaW)Leprechaun,+314.85%,+272.10%,+302.60%,+41.50%,-41.50%,+295.64%,+247.64%,+923.70%,+1117.42%,+1672.12%,+136.50%,-145.50%,+111.00%,+238.00%,+2152.55%,+1761.20%,+816.85%,+147.75%,-133.50%,+258.00%,+194.00%,+1185.20%,+742.05%,+741.85%,+60.50%,-34.00%,+321.00%,+220.00%,+1050.50%,+393.50%,+861.50%,+45.50%,-23.00%,+95.00%,+97.00%,+20.50%
K138,(RaW)༺TsuStark༻,+269.10%,+237.60%,+261.60%,+41.50%,-41.50%,+289.84%,+271.36%,+1019.20%,+1461.20%,+1448.49%,+136.50%,-145.75%,+123.00%,+285.00%,+2150.05%,+1338.20%,+819.50%,+150.75%,-122.50%,+126.00%,+94.00%,+1705.50%,+1271.35%,+976.85%,+164.50%,-128.75%,+292.00%,+187.00%,+1086.00%,+367.50%,+778.00%,+45.50%,-23.00%,+96.00%,+81.00%,+24.00%
K138,(RaW)ⓀⒶⓃⓃⓄⓃ,+272.10%,+251.60%,+265.10%,+41.50%,-41.50%,+310.36%,+254.68%,+1021.20%,+1254.57%,+1659.12%,+136.50%,-145.75%,+147.00%,+288.00%,+2156.05%,+1363.20%,+833.50%,+150.75%,-124.50%,+143.00%,+97.00%,+1709.50%,+1296.35%,+976.85%,+164.50%,-128.75%,+301.00%,+197.00%,+1087.50%,+373.00%,+779.00%,+45.50%,-23.00%,+108.00%,+85.00%,+24.00%
K138,(RaW)Des,+305.35%,+250.60%,+271.60%,+43.75%,-41.50%,+442.88%,+170.56%,+997.70%,+1269.57%,+1618.12%,+134.75%,-158.50%,+121.00%,+351.00%,+1967.55%,+1492.20%,+665.50%,+149.25%,-136.75%,+192.00%,+84.00%,+1992.50%,+1641.35%,+1267.85%,+163.75%,-148.75%,+552.00%,+354.00%,+1362.00%,+550.00%,+1016.50%,+111.00%,-96.50%,+82.00%,+70.00%,+24.00%
K88,GTaBlitz,+341.35%,+315.85%,+340.85%,+43.75%,-43.75%,+275.12%,+600.00%,+1503.20%,+2267.50%,+1750.20%,+144.75%,-201.25%,+305.00%,+700.00%,+2245.35%,+1786.00%,+1378.00%,+173.50%,-168.75%,+700.00%,+464.00%,+1717.00%,+1405.50%,+1093.35%,+169.50%,-166.75%,+608.00%,+411.00%,+1672.50%,+971.00%,+1364.00%,+162.25%,-160.50%,+424.00%,+183.00%,+25.00%
K88,Yoki,+329.60%,+296.85%,+325.85%,+43.75%,-43.75%,+360.56%,+301.44%,+709.70%,+1330.34%,+1582.20%,+136.50%,-163.00%,+171.00%,+608.00%,+2395.55%,+1842.85%,+1299.20%,+154.25%,-151.00%,+409.00%,+213.00%,+1308.20%,+903.20%,+1029.85%,+154.50%,-144.75%,+431.00%,+260.00%,+1300.85%,+557.50%,+1157.50%,+144.75%,-136.50%,+236.00%,+124.00%,+23.00%
